順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
882,Bertrando,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,110,0.0,3.0着,3.0人気,5.0,,110,0,0.0%,0.0%,100.0%,115.50,12.83,56.10
883,オレハマッテルゼ,  0-  0-  0- 17/ 17,0.0%,0.0%,0.0%,0,0,0.0,8.2着,9.9人気,93.8,,,0,0.0%,0.0%,0.0%,115.26,12.81,56.22
884,クーリンガー,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,6.2着,9.3人気,50.7,,,0,0.0%,0.0%,0.0%,114.37,12.71,56.66
885,"Green Desert",  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,5.8着,6.7人気,48.8,,,0,0.0%,0.0%,0.0%,115.79,12.87,55.96
886,コトノアサブキ,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,5.6着,8.3人気,43.0,,,0,0.0%,0.0%,0.0%,117.50,13.06,55.15
887,ホワイトフオンテン,  0-  0-  0- 12/ 12,0.0%,0.0%,0.0%,0,0,0.0,7.8着,7.1人気,20.6,,,0,0.0%,0.0%,0.0%,116.45,12.94,55.65
888,アイノセントスキー,  0-  0-  0- 11/ 11,0.0%,0.0%,0.0%,0,0,0.0,7.5着,7.4人気,30.2,,,0,0.0%,0.0%,0.0%,117.74,13.08,55.04
889,セレスティアルストーム,  0-  0-  0- 15/ 15,0.0%,0.0%,0.0%,0,0,0.0,9.1着,10.3人気,122.1,,,0,0.0%,0.0%,0.0%,116.25,12.92,55.74
890,ボーザム,  0-  0-  0- 12/ 12,0.0%,0.0%,0.0%,0,0,0.0,9.1着,8.7人気,51.1,,,0,0.0%,0.0%,0.0%,116.09,12.90,55.82
891,ブラックホーク,  0-  0-  0- 10/ 10,0.0%,0.0%,0.0%,0,0,0.0,8.6着,10.4人気,145.0,,,0,0.0%,0.0%,0.0%,116.60,12.96,55.57
892,アッミラーレ,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,7.9着,9.3人気,158.1,,,0,0.0%,0.0%,0.0%,115.39,12.82,56.16
893,ハープアイル,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.9着,8.0人気,73.2,,,0,0.0%,0.0%,0.0%,115.59,12.84,56.06
894,グランドオペラ,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.6着,8.7人気,69.6,,,0,0.0%,0.0%,0.0%,116.64,12.96,55.55
895,ダイタクヘリオス,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.2着,8.6人気,72.6,,,0,0.0%,0.0%,0.0%,118.10,13.12,54.87
896,ロードアルティマ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,4.7着,7.0人気,29.1,,,0,0.0%,0.0%,0.0%,114.33,12.70,56.68
897,オースミジェット,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.3人気,62.1,,,0,0.0%,0.0%,0.0%,117.83,13.09,54.99
898,ミホノブルボン,  0-  0-  0- 12/ 12,0.0%,0.0%,0.0%,0,0,0.0,7.7着,8.3人気,73.7,,,0,0.0%,0.0%,0.0%,117.33,13.04,55.23
899,ハウスバスター,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,6.9着,8.3人気,49.6,,,0,0.0%,0.0%,0.0%,115.67,12.85,56.02
900,リツチボーイ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,4.7着,5.0人気,13.2,,,0,0.0%,0.0%,0.0%,118.10,13.12,54.87
901,サンテステフ,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.0人気,67.6,,,0,0.0%,0.0%,0.0%,119.51,13.28,54.22
902,ドリームジャーニー,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.9着,9.4人気,154.4,,,0,0.0%,0.0%,0.0%,116.36,12.93,55.69
903,トウシヨウイレブン,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,6.9着,8.1人気,61.2,,,0,0.0%,0.0%,0.0%,115.99,12.89,55.87
904,フオアフアーザー,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.2人気,32.8,,,0,0.0%,0.0%,0.0%,118.02,13.11,54.91
905,Alleged,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,9.2着,8.0人気,26.1,,,0,0.0%,0.0%,0.0%,115.20,12.80,56.25
906,ハヤテミグ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.6着,8.0人気,44.7,,,0,0.0%,0.0%,0.0%,118.34,13.15,54.76
907,デイストロイ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.8着,9.4人気,45.1,,,0,0.0%,0.0%,0.0%,115.88,12.88,55.92
908,アレツ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.8人気,27.6,,,0,0.0%,0.0%,0.0%,119.25,13.25,54.34
909,"Afleet Alex",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.3着,11.8人気,167.2,,,0,0.0%,0.0%,0.0%,114.00,12.67,56.84
910,ヘイルシャム,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.7着,11.3人気,111.4,,,0,0.0%,0.0%,0.0%,115.30,12.81,56.20
911,ハシコトブキ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,6.3人気,21.7,,,0,0.0%,0.0%,0.0%,118.67,13.19,54.61
912,キッケンクリス,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.3着,8.3人気,137.0,,,0,0.0%,0.0%,0.0%,116.73,12.97,55.51
913,Barathea,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,4.3人気,10.8,,,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
914,ワイルドモア,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,8.5人気,20.2,,,0,0.0%,0.0%,0.0%,112.65,12.52,57.52
915,サウンドトラツク,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,5.5人気,13.3,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
916,アルカング,  0-  0-  0- 12/ 12,0.0%,0.0%,0.0%,0,0,0.0,9.8着,9.8人気,100.3,,,0,0.0%,0.0%,0.0%,118.02,13.11,54.91
917,ルション,  0-  0-  0- 10/ 10,0.0%,0.0%,0.0%,0,0,0.0,9.5着,7.8人気,65.6,,,0,0.0%,0.0%,0.0%,118.72,13.19,54.58
918,テンビー,  0-  0-  0- 10/ 10,0.0%,0.0%,0.0%,0,0,0.0,9.2着,9.9人気,102.6,,,0,0.0%,0.0%,0.0%,117.51,13.06,55.14
919,アロングオール,  0-  0-  0- 10/ 10,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,63.8,,,0,0.0%,0.0%,0.0%,118.49,13.17,54.69
920,フレイズ,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,9.4着,9.7人気,157.5,,,0,0.0%,0.0%,0.0%,118.70,13.19,54.59
921,ダノンシャンティ,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,9.6着,8.0人気,67.4,,,0,0.0%,0.0%,0.0%,115.63,12.85,56.04
922,Montjeu,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,55.1,,,0,0.0%,0.0%,0.0%,117.19,13.02,55.30
923,リバーマーヌ,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,9.8着,6.3人気,22.8,,,0,0.0%,0.0%,0.0%,119.93,13.33,54.03
924,フアインポート,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.5着,5.7人気,13.4,,,0,0.0%,0.0%,0.0%,117.38,13.04,55.20
925,ダイゼンシルバー,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,7.5着,5.8人気,25.1,,,0,0.0%,0.0%,0.0%,118.03,13.11,54.90
926,シエルシユールドール,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.3着,7.2人気,31.9,,,0,0.0%,0.0%,0.0%,119.55,13.28,54.20
927,アサクサデンエン,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.8着,10.3人気,114.7,,,0,0.0%,0.0%,0.0%,117.68,13.08,55.06
928,アラムシャー,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.2着,10.2人気,115.2,,,0,0.0%,0.0%,0.0%,115.96,12.88,55.88
929,"War Chant",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,6.8着,5.4人気,25.5,,,0,0.0%,0.0%,0.0%,117.44,13.05,55.18
930,ワンダースピード,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.5着,10.8人気,99.7,,,0,0.0%,0.0%,0.0%,115.30,12.81,56.20
931,ルイヴイルサミツト,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.5着,9.8人気,30.3,,,0,0.0%,0.0%,0.0%,117.53,13.06,55.14
932,メジロブライト,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.5着,8.3人気,68.5,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
933,メイワイラン,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.3着,9.0人気,40.4,,,0,0.0%,0.0%,0.0%,114.98,12.78,56.36
934,フイデイオン,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.8着,7.5人気,39.5,,,0,0.0%,0.0%,0.0%,118.18,13.13,54.83
935,ビーインボナンザ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.8着,5.8人気,32.1,,,0,0.0%,0.0%,0.0%,118.93,13.21,54.49
936,"General Meeting",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.8人気,33.4,,,0,0.0%,0.0%,0.0%,117.65,13.07,55.08
937,リーガルステツプ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,7.3人気,80.1,,,0,0.0%,0.0%,0.0%,122.03,13.56,53.10
938,ペール,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,7.7人気,34.0,,,0,0.0%,0.0%,0.0%,117.93,13.10,54.95
939,チアズブライトリー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.3人気,74.4,,,0,0.0%,0.0%,0.0%,116.50,12.94,55.62
940,ダイコーター,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.3着,9.0人気,37.9,,,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
941,エイシンフラッシュ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,6.7人気,43.3,,,0,0.0%,0.0%,0.0%,117.87,13.10,54.98
942,"Northern Flagship",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,5.0人気,9.5,,,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
943,"Lord Avie",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.3着,5.3人気,13.6,,,0,0.0%,0.0%,0.0%,115.87,12.87,55.93
944,"Elusive Quality",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,6.3人気,18.7,,,0,0.0%,0.0%,0.0%,115.07,12.79,56.32
945,"Cowboy Cal",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,3.3人気,9.2,,,0,0.0%,0.0%,0.0%,115.17,12.80,56.27
946,"Belong to Me",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.3着,5.7人気,26.3,,,0,0.0%,0.0%,0.0%,116.43,12.94,55.65
947,ルボデユール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,6.0人気,74.8,,,0,0.0%,0.0%,0.0%,119.10,13.23,54.41
948,ヤワ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,7.5人気,52.6,,,0,0.0%,0.0%,0.0%,121.15,13.46,53.49
949,ヤマニンボールド,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,6.5人気,23.7,,,0,0.0%,0.0%,0.0%,116.85,12.98,55.46
950,ムービースター,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,25.4,,,0,0.0%,0.0%,0.0%,117.35,13.04,55.22
951,マルブツサーペン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.5人気,12.3,,,0,0.0%,0.0%,0.0%,116.25,12.92,55.74
952,ホークアタック,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,11.0人気,97.8,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
953,ナリタセンチュリー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,8.0人気,72.5,,,0,0.0%,0.0%,0.0%,115.80,12.87,55.96
954,ダンシングサーパス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,5.5人気,19.9,,,0,0.0%,0.0%,0.0%,118.30,13.14,54.78
955,タカウオーク,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,8.5人気,34.3,,,0,0.0%,0.0%,0.0%,116.65,12.96,55.55
956,クリストワイニング,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,12.0人気,115.3,,,0,0.0%,0.0%,0.0%,118.10,13.12,54.87
957,グランデイオース,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,9.0人気,18.3,,,0,0.0%,0.0%,0.0%,114.05,12.67,56.82
958,"Malibu Moon",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,5.5人気,17.7,,,0,0.0%,0.0%,0.0%,113.25,12.58,57.22
959,"Macho Uno",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,12.5人気,148.7,,,0,0.0%,0.0%,0.0%,115.35,12.82,56.18
960,ラプシイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,8.0人気,24.6,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
961,ホワイトフアイア,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,1.0人気,2.7,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
962,ボールドマン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,8.6,,,0,0.0%,0.0%,0.0%,118.40,13.16,54.73
963,フロステイエスキモー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,11.0人気,57.4,,,0,0.0%,0.0%,0.0%,116.80,12.98,55.48
964,ダイゴウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,9.0人気,24.5,,,0,0.0%,0.0%,0.0%,117.90,13.10,54.96
965,スカレー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,6.0人気,33.1,,,0,0.0%,0.0%,0.0%,120.70,13.41,53.69
966,キャプテントゥーレ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,10.0人気,112.5,,,0,0.0%,0.0%,0.0%,114.30,12.70,56.69
967,エビムサシ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,34.9,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
968,エゾノランナー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,5.0人気,32.6,,,0,0.0%,0.0%,0.0%,118.70,13.19,54.59
969,"Storm Bird",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,7.0人気,11.4,,,0,0.0%,0.0%,0.0%,116.20,12.91,55.77
970,"Skip Trial",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,7.0人気,24.4,,,0,0.0%,0.0%,0.0%,112.70,12.52,57.50
971,Keen,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,1.0人気,3.0,,,0,0.0%,0.0%,0.0%,116.40,12.93,55.67
972,Johannesburg,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,5.0人気,14.2,,,0,0.0%,0.0%,0.0%,116.80,12.98,55.48
973,"Chief's Crown",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,11.4,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
974,シーロ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,88.8,,,0,0.0%,0.0%,0.0%,116.50,12.94,55.62
975,"Green Dancer",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.8人気,14.7,,,0,0.0%,0.0%,0.0%,117.18,13.02,55.30
976,ワイズカウンセラー,  0-  0-  0- 13/ 13,0.0%,0.0%,0.0%,0,0,0.0,9.5着,9.0人気,65.6,,,0,0.0%,0.0%,0.0%,118.69,13.19,54.59
977,ヤマニンセクレ,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,8.1着,10.0人気,59.1,,,0,0.0%,0.0%,0.0%,118.56,13.17,54.65
978,"Phone Trick",  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,6.7着,6.7人気,45.6,,,0,0.0%,0.0%,0.0%,116.76,12.97,55.50
979,ワンダービクトリー,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.4着,8.8人気,68.8,,,0,0.0%,0.0%,0.0%,118.66,13.18,54.61
980,ローレルゲレイロ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.5着,6.3人気,52.0,,,0,0.0%,0.0%,0.0%,115.00,12.78,56.35
981,ロイヤルコーチ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.3着,7.8人気,35.8,,,0,0.0%,0.0%,0.0%,117.93,13.10,54.95
982,"Silver Hawk",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.5着,5.8人気,26.2,,,0,0.0%,0.0%,0.0%,116.63,12.96,55.56
983,ダイナゴー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,11.0人気,38.5,,,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
984,ラインゴールド,  0-  0-  0- 14/ 14,0.0%,0.0%,0.0%,0,0,0.0,8.6着,9.9人気,58.1,,,0,0.0%,0.0%,0.0%,118.55,13.17,54.66
985,ニシノエトランゼ,  0-  0-  0- 10/ 10,0.0%,0.0%,0.0%,0,0,0.0,9.5着,6.9人気,34.8,,,0,0.0%,0.0%,0.0%,115.41,12.82,56.15
986,ディアブロ,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,10.8着,7.4人気,91.6,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
987,タップダンスシチー,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,10.7着,11.9人気,158.7,,,0,0.0%,0.0%,0.0%,116.12,12.90,55.80
988,ステートリードン,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,9.8着,9.7人気,82.1,,,0,0.0%,0.0%,0.0%,117.74,13.08,55.03
989,サクラシヨウリ,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,8.7着,8.8人気,61.7,,,0,0.0%,0.0%,0.0%,118.13,13.13,54.86
990,カジユン,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,9.3着,8.1人気,55.1,,,0,0.0%,0.0%,0.0%,119.37,13.26,54.29
991,イナリワン,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,9.7着,10.4人気,131.9,,,0,0.0%,0.0%,0.0%,119.11,13.23,54.40
992,コロニアルアッフェアー,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,10.3着,11.9人気,122.3,,,0,0.0%,0.0%,0.0%,116.39,12.93,55.68
993,メダル,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.7着,8.9人気,37.5,,,0,0.0%,0.0%,0.0%,118.99,13.22,54.46
994,ボールドラツド(USA),  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.3着,5.7人気,24.8,,,0,0.0%,0.0%,0.0%,115.77,12.86,55.97
995,バトルライン,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.6人気,161.3,,,0,0.0%,0.0%,0.0%,114.43,12.71,56.63
996,トーセンダンス,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,7.3着,8.9人気,88.4,,,0,0.0%,0.0%,0.0%,117.26,13.03,55.26
997,チユウオーリーガル,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.3着,8.9人気,67.7,,,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
998,タガノマイバッハ,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.3人気,139.1,,,0,0.0%,0.0%,0.0%,116.51,12.95,55.62
999,Cozzene,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.6着,7.0人気,32.9,,,0,0.0%,0.0%,0.0%,116.79,12.98,55.49
1000,リユウフアーロス,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.7人気,40.1,,,0,0.0%,0.0%,0.0%,113.47,12.61,57.11
1001,Machiavellian,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,10.2着,8.2人気,177.3,,,0,0.0%,0.0%,0.0%,117.13,13.01,55.32
1002,ニホンピロニール,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.8着,12.2人気,213.0,,,0,0.0%,0.0%,0.0%,118.36,13.15,54.75
1003,ギイールグツド,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.8着,5.8人気,49.3,,,0,0.0%,0.0%,0.0%,118.60,13.18,54.64
1004,ワージブ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,73.1,,,0,0.0%,0.0%,0.0%,118.13,13.13,54.86
1005,フレアリングダンサー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.8人気,47.9,,,0,0.0%,0.0%,0.0%,115.85,12.87,55.93
1006,バンブーエール,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.5着,8.5人気,87.9,,,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
1007,デイープダイバー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.5着,8.8人気,23.1,,,0,0.0%,0.0%,0.0%,114.50,12.72,56.59
1008,コウストンズクラウン,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.3着,10.5人気,99.7,,,0,0.0%,0.0%,0.0%,118.13,13.13,54.86
1009,グツドリー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.3着,6.0人気,14.1,,,0,0.0%,0.0%,0.0%,115.25,12.81,56.23
1010,ウエスタンウインド,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.8着,8.3人気,68.7,,,0,0.0%,0.0%,0.0%,116.75,12.97,55.50
1011,アイシーグルーム,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.3人気,32.5,,,0,0.0%,0.0%,0.0%,117.05,13.01,55.36
1012,"Seattle Song",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.8着,7.5人気,39.4,,,0,0.0%,0.0%,0.0%,116.88,12.99,55.44
1013,ワイルドウインター,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,15.3,,,0,0.0%,0.0%,0.0%,115.87,12.87,55.93
1014,ロサード,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.0着,9.7人気,63.7,,,0,0.0%,0.0%,0.0%,115.93,12.88,55.89
1015,ライラリツジ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,8.3人気,63.0,,,0,0.0%,0.0%,0.0%,119.97,13.33,54.02
1016,ブレイクランアウト,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,12.0人気,194.0,,,0,0.0%,0.0%,0.0%,114.25,12.69,56.72
1017,テイエムサンデー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,14.0人気,214.7,,,0,0.0%,0.0%,0.0%,120.03,13.34,53.99
1018,ゼネラリゼーシヨン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,6.7人気,94.8,,,0,0.0%,0.0%,0.0%,119.17,13.24,54.38
1019,シアトルスズカ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,8.3人気,106.8,,,0,0.0%,0.0%,0.0%,117.03,13.00,55.37
1020,Mining,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.7着,11.3人気,52.1,,,0,0.0%,0.0%,0.0%,114.50,12.72,56.59
1021,ワイルドブラスター,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,11.5人気,148.9,,,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
1022,ミナガワマンナ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,7.0人気,55.3,,,0,0.0%,0.0%,0.0%,119.25,13.25,54.34
1023,ハンティングホーク,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,9.5人気,90.7,,,0,0.0%,0.0%,0.0%,118.35,13.15,54.75
1024,トーアフアルコン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,7.0人気,20.5,,,0,0.0%,0.0%,0.0%,115.95,12.88,55.89
1025,ダンスオブライフ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,7.5人気,52.2,,,0,0.0%,0.0%,0.0%,117.75,13.08,55.03
1026,ゴールドウエイ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,4.5人気,7.2,,,0,0.0%,0.0%,0.0%,117.90,13.10,54.96
1027,ウェイオブライト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,11.0人気,138.5,,,0,0.0%,0.0%,0.0%,118.75,13.19,54.57
