順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
430,オーバーサーブ,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,91,0.0,5.3着,8.3人気,74.4,,550,0,0.0%,16.7%,0.0%,73.03,12.17,59.15
431,ダイコーター,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,97,0.0,4.8着,7.5人気,30.1,,390,0,0.0%,25.0%,0.0%,71.00,11.83,60.85
432,マイニング,  0-  1-  0-  6/  7,0.0%,14.3%,14.3%,0,25,0.0,10.3着,7.9人気,45.6,,180,0,0.0%,14.3%,0.0%,71.10,11.85,60.76
433,イブンベイ,  0-  1-  0-  6/  7,0.0%,14.3%,14.3%,0,35,0.0,9.3着,10.6人気,109.8,,250,0,0.0%,14.3%,0.0%,71.33,11.89,60.56
434,リドヘイム,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,408,0.0,7.6着,10.2人気,65.0,,2040,0,0.0%,20.0%,0.0%,70.34,11.72,61.42
435,ダストコマンダー,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,26,0.0,6.0着,5.2人気,18.3,,130,0,0.0%,20.0%,0.0%,72.06,12.01,59.95
436,Conquistarose,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,160,0.0,6.3着,5.8人気,22.3,,640,0,0.0%,25.0%,0.0%,70.23,11.70,61.52
437,メジロテイターン,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,96,0.0,5.3着,5.7人気,38.5,,290,0,0.0%,33.3%,0.0%,72.33,12.06,59.72
438,ハバツト,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,70,0.0,5.3着,5.7人気,14.8,,210,0,0.0%,33.3%,0.0%,70.57,11.76,61.22
439,"Coronado's Quest",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,50,0.0,5.7着,5.3人気,19.5,,150,0,0.0%,33.3%,0.0%,70.37,11.73,61.39
440,"Hero's Honor",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,315,0.0,3.5着,11.0人気,29.9,,630,0,0.0%,50.0%,0.0%,68.80,11.47,62.79
441,Habitony,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,95,0.0,3.5着,2.0人気,4.9,,190,0,0.0%,50.0%,0.0%,70.70,11.78,61.10
442,"Stop the Music",  0-  1-  0-  6/  7,0.0%,14.3%,14.3%,0,27,0.0,10.1着,10.3人気,58.5,,190,0,0.0%,14.3%,0.0%,71.39,11.90,60.52
443,Kris,  0-  1-  0-  6/  7,0.0%,14.3%,14.3%,0,31,0.0,9.9着,9.6人気,119.5,,220,0,0.0%,14.3%,0.0%,70.21,11.70,61.53
444,サツカーボーイ,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,28,0.0,8.8着,8.0人気,88.2,,170,0,0.0%,16.7%,0.0%,72.73,12.12,59.40
445,ウイニングチケット,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,26,0.0,8.8着,7.2人気,63.1,,160,0,0.0%,16.7%,0.0%,71.45,11.91,60.46
446,ベリフア,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,294,0.0,8.2着,10.2人気,133.6,,1470,0,0.0%,20.0%,0.0%,72.38,12.06,59.68
447,ディアブロ,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,67,0.0,9.0着,9.8人気,77.8,,270,0,0.0%,25.0%,0.0%,70.98,11.83,60.87
448,グランデイ,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,27,0.0,9.8着,9.0人気,97.3,,110,0,0.0%,25.0%,0.0%,71.70,11.95,60.25
449,Dehere,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,47,0.0,9.3着,11.3人気,179.9,,190,0,0.0%,25.0%,0.0%,70.68,11.78,61.12
450,Cutlass,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,32,0.0,7.8着,5.5人気,15.2,,130,0,0.0%,25.0%,0.0%,70.93,11.82,60.91
451,マリーノ,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,73,0.0,6.0着,8.0人気,69.7,,220,0,0.0%,33.3%,0.0%,72.73,12.12,59.40
452,トランスアランテイツク,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,243,0.0,7.0着,9.0人気,54.5,,730,0,0.0%,33.3%,0.0%,72.23,12.04,59.81
453,トラフイツク,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,103,0.0,5.7着,5.0人気,11.7,,310,0,0.0%,33.3%,0.0%,72.13,12.02,59.89
454,ジェリ,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,96,0.0,8.0着,10.0人気,26.7,,290,0,0.0%,33.3%,0.0%,70.37,11.73,61.39
455,キタノダイオー,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,46,0.0,6.3着,3.3人気,9.9,,140,0,0.0%,33.3%,0.0%,70.67,11.78,61.13
456,"Lord Carson",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,140,0.0,9.7着,6.7人気,23.1,,420,0,0.0%,33.3%,0.0%,71.13,11.86,60.73
457,Gorytus,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,76,0.0,9.0着,8.0人気,25.8,,230,0,0.0%,33.3%,0.0%,71.40,11.90,60.50
458,"Go for Gin",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,80,0.0,9.3着,9.3人気,109.6,,240,0,0.0%,33.3%,0.0%,70.60,11.77,61.19
459,Akarad,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,70,0.0,5.3着,9.3人気,56.2,,210,0,0.0%,33.3%,0.0%,70.73,11.79,61.07
460,マリエンバード,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,55,0.0,4.5着,2.0人気,2.9,,110,0,0.0%,50.0%,0.0%,71.25,11.88,60.63
461,パーシヤンボーイ,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,485,0.0,7.5着,6.5人気,20.1,,970,0,0.0%,50.0%,0.0%,73.75,12.29,58.58
462,シヤレー,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,285,0.0,6.0着,8.5人気,53.6,,570,0,0.0%,50.0%,0.0%,72.65,12.11,59.46
463,Splendent,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,65,0.0,7.5着,7.5人気,91.1,,130,0,0.0%,50.0%,0.0%,69.60,11.60,62.07
464,"Northern Jove",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,95,0.0,5.0着,4.0人気,11.0,,190,0,0.0%,50.0%,0.0%,72.20,12.03,59.83
465,Montjeu,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,65,0.0,8.0着,3.5人気,6.6,,130,0,0.0%,50.0%,0.0%,71.70,11.95,60.25
466,"Belong to Me",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,120,0.0,7.5着,11.0人気,138.8,,240,0,0.0%,50.0%,0.0%,72.05,12.01,59.96
467,ホークアタック,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,1.7,,110,0,0.0%,100.0%,0.0%,70.50,11.75,61.28
468,トウショウフリート,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,1.8,,110,0,0.0%,100.0%,0.0%,68.50,11.42,63.07
469,ウイロウイツク,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,260,0.0,2.0着,5.0人気,25.4,,260,0,0.0%,100.0%,0.0%,69.80,11.63,61.89
470,イースタンフリート,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,1260,0.0,2.0着,5.0人気,44.4,,1260,0,0.0%,100.0%,0.0%,71.90,11.98,60.08
471,"What Luck",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,180,0.0,2.0着,2.0人気,4.4,,180,0,0.0%,100.0%,0.0%,71.40,11.90,60.50
472,"Silent Screen",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,160,0.0,2.0着,3.0人気,7.3,,160,0,0.0%,100.0%,0.0%,70.70,11.78,61.10
473,Shananie,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,100,0.0,2.0着,1.0人気,1.4,,100,0,0.0%,100.0%,0.0%,70.70,11.78,61.10
474,Robellino,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,330,0.0,2.0着,6.0人気,21.2,,330,0,0.0%,100.0%,0.0%,70.60,11.77,61.19
475,"Rinka Das",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,170,0.0,2.0着,4.0人気,6.7,,170,0,0.0%,100.0%,0.0%,69.80,11.63,61.89
476,Repicado,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,130,0.0,2.0着,2.0人気,2.9,,130,0,0.0%,100.0%,0.0%,69.10,11.52,62.52
477,"Moscow Ballet",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,510,0.0,2.0着,6.0人気,15.1,,510,0,0.0%,100.0%,0.0%,72.10,12.02,59.92
478,"Free House",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,210,0.0,2.0着,4.0人気,6.3,,210,0,0.0%,100.0%,0.0%,71.10,11.85,60.76
479,Elocutionist,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,2.0,,110,0,0.0%,100.0%,0.0%,70.10,11.68,61.63
480,ハードリドン,  0-  0-  3-  1/  4,0.0%,0.0%,75.0%,0,0,0.0,3.8着,3.3人気,16.8,,,0,0.0%,0.0%,75.0%,72.90,12.15,59.26
481,"Welsh Saint",  0-  0-  2-  9/ 11,0.0%,0.0%,18.2%,0,180,0.0,6.6着,8.8人気,48.4,,995,0,0.0%,0.0%,18.2%,70.51,11.75,61.27
482,ハイセイコー,  0-  0-  2- 13/ 15,0.0%,0.0%,13.3%,0,37,0.0,8.4着,8.2人気,65.0,,280,0,0.0%,0.0%,13.3%,71.96,11.99,60.03
483,"Dixieland Band",  0-  0-  2- 11/ 13,0.0%,0.0%,15.4%,0,80,0.0,7.5着,5.9人気,18.6,,520,0,0.0%,0.0%,15.4%,71.15,11.86,60.71
484,ミホシンザン,  0-  0-  2- 12/ 14,0.0%,0.0%,14.3%,0,31,0.0,8.4着,8.9人気,65.2,,220,0,0.0%,0.0%,14.3%,71.80,11.97,60.17
485,ドン,  0-  0-  2- 24/ 26,0.0%,0.0%,7.7%,0,34,0.0,8.7着,9.0人気,59.7,,450,0,0.0%,0.0%,7.7%,71.86,11.98,60.12
486,キタノカチドキ,  0-  0-  2-  7/  9,0.0%,0.0%,22.2%,0,83,0.0,6.8着,7.3人気,23.0,,375,0,0.0%,0.0%,22.2%,71.34,11.89,60.55
487,イルドブルボン,  0-  0-  2-  6/  8,0.0%,0.0%,25.0%,0,337,0.0,5.6着,5.8人気,33.8,,2700,0,0.0%,0.0%,25.0%,72.40,12.07,59.67
488,リーフアーマツドネス,  0-  0-  2-  6/  8,0.0%,0.0%,25.0%,0,110,0.0,7.0着,7.6人気,29.8,,440,0,0.0%,0.0%,25.0%,70.70,11.78,61.10
489,コロナドズクエスト,  0-  0-  2-  4/  6,0.0%,0.0%,33.3%,0,141,0.0,6.8着,5.3人気,15.0,,425,0,0.0%,0.0%,33.3%,70.87,11.81,60.96
490,シェリフズスター,  0-  0-  2-  3/  5,0.0%,0.0%,40.0%,0,428,0.0,6.0着,5.6人気,30.1,,1070,0,0.0%,0.0%,40.0%,70.84,11.81,60.98
491,"More Than Ready",  0-  0-  2-  2/  4,0.0%,0.0%,50.0%,0,130,0.0,6.3着,8.0人気,70.5,,260,0,0.0%,0.0%,50.0%,70.80,11.80,61.02
492,"Easy Goer",  0-  0-  2-  5/  7,0.0%,0.0%,28.6%,0,110,0.0,7.1着,6.1人気,31.2,,385,0,0.0%,0.0%,28.6%,71.33,11.89,60.56
493,ステインテイノ,  0-  0-  2-  1/  3,0.0%,0.0%,66.7%,0,70,0.0,6.7着,7.3人気,79.8,,210,0,0.0%,0.0%,66.7%,72.07,12.01,59.94
494,インイクストリーミス,  0-  0-  2-  0/  2,0.0%,0.0%,100.0%,0,545,0.0,3.0着,7.5人気,33.2,,545,0,0.0%,0.0%,100.0%,71.55,11.93,60.38
495,エンドスウィープ,  0-  0-  1- 13/ 14,0.0%,0.0%,7.1%,0,17,0.0,7.5着,7.4人気,50.4,,250,0,0.0%,0.0%,7.1%,70.42,11.74,61.34
496,シエイデイハイツ,  0-  0-  1- 16/ 17,0.0%,0.0%,5.9%,0,14,0.0,8.8着,8.1人気,74.5,,240,0,0.0%,0.0%,5.9%,71.74,11.96,60.22
497,"Forty Niner",  0-  0-  1- 10/ 11,0.0%,0.0%,9.1%,0,27,0.0,7.5着,7.7人気,49.1,,300,0,0.0%,0.0%,9.1%,70.80,11.80,61.02
498,フアラモンド,  0-  0-  1-  7/  8,0.0%,0.0%,12.5%,0,23,0.0,8.1着,8.3人気,59.7,,190,0,0.0%,0.0%,12.5%,72.44,12.07,59.64
499,"Tony Bin",  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,48,0.0,4.6着,7.6人気,27.2,,240,0,0.0%,0.0%,20.0%,69.38,11.56,62.27
500,アドマイヤベガ,  0-  0-  1- 11/ 12,0.0%,0.0%,8.3%,0,28,0.0,8.4着,8.6人気,72.2,,340,0,0.0%,0.0%,8.3%,71.27,11.88,60.62
501,ワイズカウンセラー,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,21,0.0,7.9着,8.3人気,56.2,,190,0,0.0%,0.0%,11.1%,71.07,11.84,60.79
502,ファルブラヴ,  0-  0-  1-  7/  8,0.0%,0.0%,12.5%,0,20,0.0,7.4着,7.8人気,54.8,,160,0,0.0%,0.0%,12.5%,70.88,11.81,60.95
503,マラケート,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,18,0.0,6.9着,6.0人気,26.8,,130,0,0.0%,0.0%,14.3%,72.08,12.01,59.93
504,インターメゾ,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,0,0.0,6.3着,10.7人気,68.9,,,0,0.0%,0.0%,16.7%,71.88,11.98,60.10
505,トロメオ,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,235,0.0,5.8着,4.3人気,18.1,,1410,0,0.0%,0.0%,16.7%,71.28,11.88,60.60
506,"Pleasant Colony",  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,30,0.0,4.5着,4.3人気,10.2,,120,0,0.0%,0.0%,25.0%,71.30,11.88,60.59
507,"Rainbow Quest",  0-  0-  1-  9/ 10,0.0%,0.0%,10.0%,0,12,0.0,9.4着,7.1人気,54.5,,120,0,0.0%,0.0%,10.0%,72.40,12.07,59.67
508,ラナーク,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,85,0.0,7.2着,7.3人気,25.0,,510,0,0.0%,0.0%,16.7%,72.47,12.08,59.61
509,ニチドウアラシ,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,26,0.0,8.4着,7.8人気,70.5,,130,0,0.0%,0.0%,20.0%,71.82,11.97,60.15
510,Monsun,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,22,0.0,8.0着,5.8人気,14.0,,110,0,0.0%,0.0%,20.0%,70.24,11.71,61.50
511,ベルマン,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,160,0.0,6.8着,9.8人気,74.4,,640,0,0.0%,0.0%,25.0%,71.80,11.97,60.17
512,サンシャインフォーエヴァー,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,137,0.0,7.5着,7.8人気,36.1,,550,0,0.0%,0.0%,25.0%,70.83,11.80,61.00
513,サドンソー,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,0,0.0,6.3着,7.8人気,42.7,,,0,0.0%,0.0%,25.0%,72.15,12.03,59.88
514,アラナス,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,0,0.0,5.5着,5.8人気,20.3,,,0,0.0%,0.0%,25.0%,72.13,12.02,59.90
515,Alysheba,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,42,0.0,6.3着,7.3人気,27.5,,170,0,0.0%,0.0%,25.0%,70.50,11.75,61.28
516,ゴールデンパス,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,126,0.0,4.7着,4.3人気,12.1,,380,0,0.0%,0.0%,33.3%,70.30,11.72,61.45
517,"Seattle Song",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,50,0.0,4.7着,4.3人気,19.6,,150,0,0.0%,0.0%,33.3%,71.80,11.97,60.17
518,Explodent,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,70,0.0,4.7着,5.7人気,26.0,,210,0,0.0%,0.0%,33.3%,71.03,11.84,60.82
519,Thatch,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,150,0.0,3.5着,5.0人気,19.0,,300,0,0.0%,0.0%,50.0%,70.60,11.77,61.19
520,"Soviet Star",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,50,0.0,3.5着,1.0人気,1.3,,100,0,0.0%,0.0%,50.0%,68.95,11.49,62.65
521,Quadrangle,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,0,0.0,3.5着,5.0人気,17.7,,,0,0.0%,0.0%,50.0%,72.25,12.04,59.79
522,サンプリンス,  0-  0-  1- 12/ 13,0.0%,0.0%,7.7%,0,35,0.0,8.5着,9.2人気,58.2,,460,0,0.0%,0.0%,7.7%,72.31,12.05,59.74
523,"Conquistador Cielo",  0-  0-  1- 14/ 15,0.0%,0.0%,6.7%,0,52,0.0,8.5着,9.0人気,51.8,,780,0,0.0%,0.0%,6.7%,70.66,11.78,61.13
524,エリシオ,  0-  0-  1- 13/ 14,0.0%,0.0%,7.1%,0,11,0.0,9.4着,8.2人気,94.0,,160,0,0.0%,0.0%,7.1%,71.72,11.95,60.23
525,ハーデイカヌート,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,457,0.0,7.3着,8.6人気,53.3,,4120,0,0.0%,0.0%,11.1%,71.38,11.90,60.52
526,ジユニアス,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,77,0.0,7.3着,8.3人気,54.8,,540,0,0.0%,0.0%,14.3%,71.36,11.89,60.54
527,Shadeed,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,48,0.0,8.2着,6.2人気,44.2,,240,0,0.0%,0.0%,20.0%,71.54,11.92,60.39
528,バゴ,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,110,0.0,5.0着,7.8人気,37.4,,440,0,0.0%,0.0%,25.0%,71.50,11.92,60.42
529,シエルシユールドール,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,0,0.0,4.3着,3.0人気,5.2,,,0,0.0%,0.0%,33.3%,72.43,12.07,59.64
530,"Commanche Run",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,60,0.0,4.3着,3.3人気,5.9,,180,0,0.0%,0.0%,33.3%,71.00,11.83,60.85
531,フラツシユオブステイール,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,113,0.0,10.0着,8.5人気,77.9,,680,0,0.0%,0.0%,16.7%,72.03,12.01,59.97
532,バーバー,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,86,0.0,6.8着,5.5人気,24.8,,520,0,0.0%,0.0%,16.7%,73.63,12.27,58.67
533,イングリツシユプリンス,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,98,0.0,7.8着,7.6人気,37.8,,490,0,0.0%,0.0%,20.0%,71.36,11.89,60.54
534,"El Prado",  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,0,0.0,8.0着,5.8人気,17.1,,,0,0.0%,0.0%,20.0%,71.26,11.88,60.62
535,ダツパーダン,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,35,0.0,6.8着,7.0人気,80.1,,140,0,0.0%,0.0%,25.0%,73.18,12.20,59.04
536,カブラヤオー,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,677,0.0,8.5着,12.3人気,112.2,,2710,0,0.0%,0.0%,25.0%,71.50,11.92,60.42
537,ナグルスキー,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,130,0.0,6.3着,8.7人気,53.5,,390,0,0.0%,0.0%,33.3%,71.63,11.94,60.31
538,オフイスダンサー,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,303,0.0,7.7着,9.3人気,37.5,,910,0,0.0%,0.0%,33.3%,72.77,12.13,59.37
539,アツプセツター,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,176,0.0,4.7着,7.0人気,18.2,,530,0,0.0%,0.0%,33.3%,71.27,11.88,60.62
540,Unfuwain,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,120,0.0,4.0着,6.0人気,13.4,,240,0,0.0%,0.0%,50.0%,71.10,11.85,60.76
541,Solford,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,0,0.0,4.0着,2.5人気,4.8,,,0,0.0%,0.0%,50.0%,71.05,11.84,60.80
542,Pharly,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,65,0.0,4.0着,4.5人気,6.8,,130,0,0.0%,0.0%,50.0%,71.35,11.89,60.55
543,Busted,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,95,0.0,4.0着,3.0人気,4.4,,190,0,0.0%,0.0%,50.0%,72.10,12.02,59.92
544,ゲイメセン,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,31,0.0,8.7着,7.9人気,94.7,,280,0,0.0%,0.0%,11.1%,71.86,11.98,60.12
545,Nashwan,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,67,0.0,10.0着,7.0人気,51.3,,610,0,0.0%,0.0%,11.1%,71.64,11.94,60.30
546,アーミジャー,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,160,0.0,9.0着,9.6人気,95.3,,1120,0,0.0%,0.0%,14.3%,70.21,11.70,61.53
547,ポリッシュネイビー,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,36,0.0,9.8着,8.7人気,41.4,,220,0,0.0%,0.0%,16.7%,71.50,11.92,60.42
548,Briartic,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,46,0.0,7.3着,9.3人気,56.3,,280,0,0.0%,0.0%,16.7%,71.67,11.94,60.28
549,サンキリコ,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,46,0.0,9.8着,8.6人気,126.3,,230,0,0.0%,0.0%,20.0%,72.74,12.12,59.39
550,キングカメハメハ,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,200,0.0,8.4着,9.4人気,42.9,,1000,0,0.0%,0.0%,20.0%,71.04,11.84,60.81
551,Lomond,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,30,0.0,9.8着,6.4人気,52.2,,150,0,0.0%,0.0%,20.0%,71.68,11.95,60.27
552,"Fabulous Dancer",  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,36,0.0,10.0着,9.6人気,99.8,,180,0,0.0%,0.0%,20.0%,71.54,11.92,60.39
553,ルション,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,37,0.0,8.8着,8.5人気,103.3,,150,0,0.0%,0.0%,25.0%,71.35,11.89,60.55
554,ストラダビンスキー,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,575,0.0,6.0着,10.8人気,142.8,,2300,0,0.0%,0.0%,25.0%,71.98,12.00,60.02
555,シヤンペンチヤーリー,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,65,0.0,7.8着,7.3人気,39.2,,260,0,0.0%,0.0%,25.0%,72.58,12.10,59.52
556,エアジハード,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,185,0.0,9.0着,11.3人気,121.9,,740,0,0.0%,0.0%,25.0%,71.38,11.90,60.53
557,アイネスフウジン,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,827,0.0,8.8着,11.5人気,86.9,,3310,0,0.0%,0.0%,25.0%,70.43,11.74,61.34
558,ミルコウジ,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,100,0.0,8.0着,6.0人気,19.8,,300,0,0.0%,0.0%,33.3%,71.30,11.88,60.59
559,ボールドノースマン,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,46,0.0,7.7着,6.7人気,105.6,,140,0,0.0%,0.0%,33.3%,71.57,11.93,60.36
560,ジヨンテイオンブル,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,90,0.0,8.0着,8.3人気,57.9,,270,0,0.0%,0.0%,33.3%,71.53,11.92,60.39
561,"Sunshine Forever",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,123,0.0,7.3着,9.0人気,86.3,,370,0,0.0%,0.0%,33.3%,71.07,11.84,60.79
562,Sanglamore,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,836,0.0,9.3着,9.0人気,64.0,,2510,0,0.0%,0.0%,33.3%,70.50,11.75,61.28
563,Linkage,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,56,0.0,8.3着,10.0人気,79.7,,170,0,0.0%,0.0%,33.3%,71.03,11.84,60.82
564,"Java Gold",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,33,0.0,6.0着,4.0人気,30.4,,100,0,0.0%,0.0%,33.3%,70.93,11.82,60.90
565,"High Yield",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,156,0.0,9.0着,6.0人気,16.0,,470,0,0.0%,0.0%,33.3%,71.07,11.84,60.79
566,ロイヤルタタン,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,405,0.0,7.5着,8.5人気,39.4,,810,0,0.0%,0.0%,50.0%,72.55,12.09,59.55
567,ホワイトフアイア,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,415,0.0,6.5着,8.5人気,32.6,,830,0,0.0%,0.0%,50.0%,71.95,11.99,60.04
568,ホーント,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,190,0.0,5.0着,8.5人気,39.0,,380,0,0.0%,0.0%,50.0%,71.00,11.83,60.85
569,デュラブ,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,285,0.0,5.0着,9.0人気,46.2,,570,0,0.0%,0.0%,50.0%,70.75,11.79,61.06
570,タマナー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,135,0.0,6.5着,5.0人気,9.5,,270,0,0.0%,0.0%,50.0%,70.50,11.75,61.28
571,タツプオンウツド,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,400,0.0,9.5着,13.0人気,80.3,,800,0,0.0%,0.0%,50.0%,71.35,11.89,60.55
572,シーフユリユー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,160,0.0,6.5着,5.5人気,8.9,,320,0,0.0%,0.0%,50.0%,71.25,11.88,60.63
573,ゴールドアリュール,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,0,0.0,8.5着,6.5人気,78.1,,,0,0.0%,0.0%,50.0%,72.65,12.11,59.46
574,ガロト,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,550,0.0,5.0着,10.5人気,116.0,,1100,0,0.0%,0.0%,50.0%,71.75,11.96,60.21
575,オウインスパイアリング,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,100,0.0,6.0着,9.0人気,147.6,,200,0,0.0%,0.0%,50.0%,71.15,11.86,60.72
